School Year,NCES LEA ID,LEA,Data Description,Value,Population,Subgroup
2017-2018,5101380,FLUVANNA CO PBLC SCHS,Homeless Students Enrolled,55,Homeless Students,All Students
2017-2018,5101410,FRANKLIN CITY PBLC SCHS,Homeless Students Enrolled,46,Homeless Students,All Students
2017-2018,5101440,FRANKLIN CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2017-2018,5101470,FREDERICK CO PBLC SCHS,Homeless Students Enrolled,278,Homeless Students,All Students
2017-2018,5101510,FREDERICKSBURG CITY PBLC SCHS,Homeless Students Enrolled,201,Homeless Students,All Students
2017-2018,5101560,GALAX CITY PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2017-2018,5101590,GILES CO PBLC SCHS,Homeless Students Enrolled,26,Homeless Students,All Students
2017-2018,5101620,GLOUCESTER CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2017-2018,5101650,GOOCHLAND CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2017-2018,5101690,GRAYSON CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2017-2018,5101710,GREENE CO PBLC SCHS,Homeless Students Enrolled,48,Homeless Students,All Students
2017-2018,5101740,GREENSVILLE CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2017-2018,5101770,HALIFAX CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2017-2018,5101800,HAMPTON CITY PBLC SCHS,Homeless Students Enrolled,386,Homeless Students,All Students
2017-2018,5101830,HANOVER CO PBLC SCHS,Homeless Students Enrolled,64,Homeless Students,All Students
2017-2018,5101860,HARRISONBURG CITY PBLC SCHS,Homeless Students Enrolled,87,Homeless Students,All Students
2017-2018,5101890,HENRICO CO PBLC SCHS,Homeless Students Enrolled,981,Homeless Students,All Students
2017-2018,5101920,HENRY CO PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2017-2018,5101980,HOPEWELL CITY PBLC SCHS,Homeless Students Enrolled,78,Homeless Students,All Students
2017-2018,5102010,ISLE OF WIGHT CO PBLC SCHS,Homeless Students Enrolled,64,Homeless Students,All Students
2017-2018,5102070,KING AND QUEEN CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2017-2018,5102100,KING GEO CO PBLC SCHS,Homeless Students Enrolled,53,Homeless Students,All Students
2017-2018,5102120,KING WILLIAM CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2017-2018,5102160,LANCASTER CO PBLC SCHS,Homeless Students Enrolled,25,Homeless Students,All Students
2017-2018,5102190,LEE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5102250,LOUDOUN CO PBLC SCHS,Homeless Students Enrolled,2112,Homeless Students,All Students
2017-2018,5102280,LOUISA CO PBLC SCHS,Homeless Students Enrolled,69,Homeless Students,All Students
2017-2018,5102310,LUNENBURG CO PBLC SCHS,Homeless Students Enrolled,32,Homeless Students,All Students
2017-2018,5102340,LYNCHBURG CITY PBLC SCHS,Homeless Students Enrolled,169,Homeless Students,All Students
2017-2018,5102360,MANASSAS CITY PBLC SCHS,Homeless Students Enrolled,127,Homeless Students,All Students
2017-2018,5102370,MADISON CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2017-2018,5102390,MANASSAS PARK CITY PBLC SCHS,Homeless Students Enrolled,73,Homeless Students,All Students
2017-2018,5102400,MARTINSVILLE CITY PBLC SCHS,Homeless Students Enrolled,45,Homeless Students,All Students
2017-2018,5102430,MATHEWS CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2017-2018,5102460,MECKLENBURG CO PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2017-2018,5102490,MIDDLESEX CO PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2017-2018,5102520,MONTGOMERY CO PBLC SCHS,Homeless Students Enrolled,201,Homeless Students,All Students
2017-2018,5102580,NELSON CO PBLC SCHS,Homeless Students Enrolled,45,Homeless Students,All Students
2017-2018,5102610,NEW KENT CO PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2017-2018,5102640,NEWPORT NEWS CITY PBLC SCHS,Homeless Students Enrolled,610,Homeless Students,All Students
2017-2018,5102670,NORFOLK CITY PBLC SCHS,Homeless Students Enrolled,636,Homeless Students,All Students
2017-2018,5102710,NORTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,113,Homeless Students,All Students
2017-2018,5102760,NORTON CITY PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2017-2018,5102790,NOTTOWAY CO PBLC SCHS,Homeless Students Enrolled,46,Homeless Students,All Students
2017-2018,5102820,ORANGE CO PBLC SCHS,Homeless Students Enrolled,130,Homeless Students,All Students
2017-2018,5102850,PAGE CO PBLC SCHS,Homeless Students Enrolled,87,Homeless Students,All Students
2017-2018,5102880,PATRICK CO PBLC SCHS,Homeless Students Enrolled,49,Homeless Students,All Students
2017-2018,5102910,PETERSBURG CITY PBLC SCHS,Homeless Students Enrolled,384,Homeless Students,All Students
2017-2018,5102940,PITTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2017-2018,5102980,POQUOSON CITY PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2017-2018,5103000,PORTSMOUTH CITY PBLC SCHS,Homeless Students Enrolled,263,Homeless Students,All Students
2017-2018,5103030,POWHATAN CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2017-2018,5103090,PRINCE GEORGE CO PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2017-2018,5103130,PRINCE WILLIAM CO PBLC SCHS,Homeless Students Enrolled,516,Homeless Students,All Students
2017-2018,5103150,PULASKI CO PBLC SCHS,Homeless Students Enrolled,99,Homeless Students,All Students
2017-2018,5103180,RADFORD CITY PBLC SCHS,Homeless Students Enrolled,55,Homeless Students,All Students
2017-2018,5103210,RAPPAHANNOCK CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2017-2018,5103240,RICHMOND CITY PBLC SCHS,Homeless Students Enrolled,1420,Homeless Students,All Students
2017-2018,5103270,RICHMOND CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2017-2018,5103300,ROANOKE CITY PBLC SCHS,Homeless Students Enrolled,568,Homeless Students,All Students
2017-2018,5103330,ROANOKE CO PBLC SCHS,Homeless Students Enrolled,75,Homeless Students,All Students
2017-2018,5103370,ROCKBRIDGE CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2017-2018,5103390,ROCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,89,Homeless Students,All Students
2017-2018,5103420,RUSSELL CO PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2017-2018,5103460,SALEM CITY PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2017-2018,5103480,SCOTT CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2017-2018,5103510,SHENANDOAH CO PBLC SCHS,Homeless Students Enrolled,84,Homeless Students,All Students
2017-2018,5103520,SMYTH CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2017-2018,5103600,SOUTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2017-2018,5103640,SPOTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,560,Homeless Students,All Students
2017-2018,5103660,STAFFORD CO PBLC SCHS,Homeless Students Enrolled,333,Homeless Students,All Students
2017-2018,5103690,STAUNTON CITY PBLC SCHS,Homeless Students Enrolled,71,Homeless Students,All Students
2017-2018,5103710,SUFFOLK CITY PBLC SCHS,Homeless Students Enrolled,155,Homeless Students,All Students
2017-2018,5103750,SURRY CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2017-2018,5103780,SUSSEX CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2017-2018,5103810,TAZEWELL CO PBLC SCHS,Homeless Students Enrolled,67,Homeless Students,All Students
2017-2018,5103840,VA BEACH CITY PBLC SCHS,Homeless Students Enrolled,794,Homeless Students,All Students
2017-2018,5103870,WARREN CO PBLC SCHS,Homeless Students Enrolled,44,Homeless Students,All Students
2017-2018,5103900,WASHINGTON CO PBLC SCHS,Homeless Students Enrolled,92,Homeless Students,All Students
2017-2018,5103930,WAYNESBORO CITY PBLC SCHS,Homeless Students Enrolled,88,Homeless Students,All Students
2017-2018,5103950,WEST POINT PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5103980,WESTMORELAND CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2017-2018,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,Homeless Students Enrolled,440,Homeless Students,All Students
2017-2018,5104050,WINCHESTER CITY PBLC SCHS,Homeless Students Enrolled,245,Homeless Students,All Students
2017-2018,5104080,WISE CO PBLC SCHS,Homeless Students Enrolled,216,Homeless Students,All Students
2017-2018,5104110,WYTHE CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2017-2018,5104150,YORK CO PBLC SCHS,Homeless Students Enrolled,184,Homeless Students,All Students
2013-2014,5100060,ACCOMACK CO PBLC SCHS,Homeless Students Enrolled,134,Homeless Students,All Students
2013-2014,5100090,ALBEMARLE CO PBLC SCHS,Homeless Students Enrolled,291,Homeless Students,All Students
2013-2014,5100120,ALEXANDRIA CITY PBLC SCHS,Homeless Students Enrolled,197,Homeless Students,All Students
2013-2014,5100152,ALLEGHANY CO PBLC SCHS,Homeless Students Enrolled,36,Homeless Students,All Students
2013-2014,5100180,AMELIA CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2013-2014,5100210,AMHERST CO PBLC SCHS,Homeless Students Enrolled,35,Homeless Students,All Students
2013-2014,5100240,APPOMATTOX CO PBLC SCHS,Homeless Students Enrolled,28,Homeless Students,All Students
2013-2014,5100270,ARLINGTON CO PBLC SCHS,Homeless Students Enrolled,198,Homeless Students,All Students
2013-2014,5100300,AUGUSTA CO PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2013-2014,5100360,BEDFORD CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2013-2014,5100420,BOTETOURT CO PBLC SCHS,Homeless Students Enrolled,42,Homeless Students,All Students
2013-2014,5100450,BRISTOL CITY PBLC SCHS,Homeless Students Enrolled,192,Homeless Students,All Students
2013-2014,5100480,BRUNSWICK CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2013-2014,5100560,BUENA VISTA CITY PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2013-2014,5100600,CAMPBELL CO PBLC SCHS,Homeless Students Enrolled,158,Homeless Students,All Students
2013-2014,5100660,CAROLINE CO PBLC SCHS,Homeless Students Enrolled,73,Homeless Students,All Students
2013-2014,5100690,CARROLL CO PBLC SCHS,Homeless Students Enrolled,35,Homeless Students,All Students
2013-2014,5100720,CHARLES CITY CO PBLC SCHS,Homeless Students Enrolled,32,Homeless Students,All Students
2013-2014,5100750,CHARLOTTE CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2013-2014,5100780,CHARLOTTESVILLE CTY PBLC SCHS,Homeless Students Enrolled,104,Homeless Students,All Students
2013-2014,5100810,CHESAPEAKE CITY PBLC SCHS,Homeless Students Enrolled,145,Homeless Students,All Students
2013-2014,5100840,CHESTERFIELD CO PBLC SCHS,Homeless Students Enrolled,723,Homeless Students,All Students
2013-2014,5100870,CLARKE CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2013-2014,5100930,COLONIAL BEACH PBLC SCHS,Homeless Students Enrolled,99,Homeless Students,All Students
2013-2014,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2013-2014,5100990,COVINGTON CITY PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2013-2014,5101020,CRAIG CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2013-2014,5101050,CULPEPER CO PBLC SCHS,Homeless Students Enrolled,73,Homeless Students,All Students
2013-2014,5101080,CUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2013-2014,5101110,DANVILLE CITY PBLC SCHS,Homeless Students Enrolled,101,Homeless Students,All Students
2013-2014,5101170,DINWIDDIE CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2013-2014,5101200,ESSEX CO PBLC SCHS,Homeless Students Enrolled,8,Homeless Students,All Students
2013-2014,5101260,FAIRFAX CO PBLC SCHS,Homeless Students Enrolled,2348,Homeless Students,All Students
2013-2014,5101290,FALLS CHURCH CITY PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2013-2014,5101320,FAUQUIER CO PBLC SCHS,Homeless Students Enrolled,186,Homeless Students,All Students
2013-2014,5101350,FLOYD CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2013-2014,5101380,FLUVANNA CO PBLC SCHS,Homeless Students Enrolled,64,Homeless Students,All Students
2013-2014,5101410,FRANKLIN CITY PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2013-2014,5101440,FRANKLIN CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2013-2014,5101470,FREDERICK CO PBLC SCHS,Homeless Students Enrolled,248,Homeless Students,All Students
2013-2014,5101510,FREDERICKSBURG CITY PBLC SCHS,Homeless Students Enrolled,139,Homeless Students,All Students
2013-2014,5101560,GALAX CITY PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2013-2014,5101590,GILES CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2013-2014,5101620,GLOUCESTER CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2013-2014,5101650,GOOCHLAND CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2013-2014,5101690,GRAYSON CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2013-2014,5101710,GREENE CO PBLC SCHS,Homeless Students Enrolled,79,Homeless Students,All Students
2013-2014,5101770,HALIFAX CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2013-2014,5101800,HAMPTON CITY PBLC SCHS,Homeless Students Enrolled,764,Homeless Students,All Students
2013-2014,5101830,HANOVER CO PBLC SCHS,Homeless Students Enrolled,60,Homeless Students,All Students
2013-2014,5101860,HARRISONBURG CITY PBLC SCHS,Homeless Students Enrolled,78,Homeless Students,All Students
2013-2014,5101890,HENRICO CO PBLC SCHS,Homeless Students Enrolled,1068,Homeless Students,All Students
2013-2014,5101920,HENRY CO PBLC SCHS,Homeless Students Enrolled,53,Homeless Students,All Students
2013-2014,5101980,HOPEWELL CITY PBLC SCHS,Homeless Students Enrolled,48,Homeless Students,All Students
2013-2014,5102010,ISLE OF WIGHT CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2013-2014,5102100,KING GEO CO PBLC SCHS,Homeless Students Enrolled,184,Homeless Students,All Students
2013-2014,5102120,KING WILLIAM CO PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2013-2014,5102160,LANCASTER CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2013-2014,5102190,LEE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2013-2014,5102220,LEXINGTON CITY PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2013-2014,5102250,LOUDOUN CO PBLC SCHS,Homeless Students Enrolled,1105,Homeless Students,All Students
2013-2014,5102280,LOUISA CO PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2013-2014,5102340,LYNCHBURG CITY PBLC SCHS,Homeless Students Enrolled,203,Homeless Students,All Students
2013-2014,5102360,MANASSAS CITY PBLC SCHS,Homeless Students Enrolled,125,Homeless Students,All Students
2013-2014,5102370,MADISON CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2013-2014,5102390,MANASSAS PARK CITY PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2013-2014,5102400,MARTINSVILLE CITY PBLC SCHS,Homeless Students Enrolled,28,Homeless Students,All Students
2013-2014,5102430,MATHEWS CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2013-2014,5102460,MECKLENBURG CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2013-2014,5102490,MIDDLESEX CO PBLC SCHS,Homeless Students Enrolled,11,Homeless Students,All Students
2013-2014,5102520,MONTGOMERY CO PBLC SCHS,Homeless Students Enrolled,171,Homeless Students,All Students
2013-2014,5102610,NEW KENT CO PBLC SCHS,Homeless Students Enrolled,46,Homeless Students,All Students
2013-2014,5102640,NEWPORT NEWS CITY PBLC SCHS,Homeless Students Enrolled,602,Homeless Students,All Students
2013-2014,5102670,NORFOLK CITY PBLC SCHS,Homeless Students Enrolled,574,Homeless Students,All Students
2013-2014,5102710,NORTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,297,Homeless Students,All Students
2013-2014,5102730,NORTHUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2013-2014,5102760,NORTON CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2013-2014,5102790,NOTTOWAY CO PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2013-2014,5102820,ORANGE CO PBLC SCHS,Homeless Students Enrolled,134,Homeless Students,All Students
2013-2014,5102850,PAGE CO PBLC SCHS,Homeless Students Enrolled,34,Homeless Students,All Students
2013-2014,5102880,PATRICK CO PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2013-2014,5102910,PETERSBURG CITY PBLC SCHS,Homeless Students Enrolled,473,Homeless Students,All Students
2013-2014,5102940,PITTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2013-2014,5102980,POQUOSON CITY PBLC SCHS,Homeless Students Enrolled,26,Homeless Students,All Students
2013-2014,5103000,PORTSMOUTH CITY PBLC SCHS,Homeless Students Enrolled,201,Homeless Students,All Students
2013-2014,5103030,POWHATAN CO PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2013-2014,5103090,PRINCE GEORGE CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2013-2014,5103130,PRINCE WILLIAM CO PBLC SCHS,Homeless Students Enrolled,427,Homeless Students,All Students
2013-2014,5103150,PULASKI CO PBLC SCHS,Homeless Students Enrolled,103,Homeless Students,All Students
2013-2014,5103180,RADFORD CITY PBLC SCHS,Homeless Students Enrolled,63,Homeless Students,All Students
2013-2014,5103240,RICHMOND CITY PBLC SCHS,Homeless Students Enrolled,1256,Homeless Students,All Students
2013-2014,5103270,RICHMOND CO PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2013-2014,5103300,ROANOKE CITY PBLC SCHS,Homeless Students Enrolled,648,Homeless Students,All Students
2013-2014,5103330,ROANOKE CO PBLC SCHS,Homeless Students Enrolled,40,Homeless Students,All Students
2013-2014,5103370,ROCKBRIDGE CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2013-2014,5103390,ROCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,89,Homeless Students,All Students
2013-2014,5103460,SALEM CITY PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2013-2014,5103480,SCOTT CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2013-2014,5103510,SHENANDOAH CO PBLC SCHS,Homeless Students Enrolled,66,Homeless Students,All Students
2013-2014,5103520,SMYTH CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2013-2014,5103600,SOUTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,8,Homeless Students,All Students
2013-2014,5103640,SPOTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,610,Homeless Students,All Students
2013-2014,5103660,STAFFORD CO PBLC SCHS,Homeless Students Enrolled,298,Homeless Students,All Students
2013-2014,5103690,STAUNTON CITY PBLC SCHS,Homeless Students Enrolled,58,Homeless Students,All Students
2013-2014,5103710,SUFFOLK CITY PBLC SCHS,Homeless Students Enrolled,61,Homeless Students,All Students
2013-2014,5103750,SURRY CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2013-2014,5103780,SUSSEX CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2013-2014,5103810,TAZEWELL CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2013-2014,5103840,VA BEACH CITY PBLC SCHS,Homeless Students Enrolled,822,Homeless Students,All Students
2013-2014,5103870,WARREN CO PBLC SCHS,Homeless Students Enrolled,40,Homeless Students,All Students
2013-2014,5103900,WASHINGTON CO PBLC SCHS,Homeless Students Enrolled,138,Homeless Students,All Students
2013-2014,5103930,WAYNESBORO CITY PBLC SCHS,Homeless Students Enrolled,56,Homeless Students,All Students
2013-2014,5103950,WEST POINT PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2013-2014,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,Homeless Students Enrolled,419,Homeless Students,All Students
2013-2014,5104050,WINCHESTER CITY PBLC SCHS,Homeless Students Enrolled,189,Homeless Students,All Students
2013-2014,5104080,WISE CO PBLC SCHS,Homeless Students Enrolled,246,Homeless Students,All Students
2013-2014,5104110,WYTHE CO PBLC SCHS,Homeless Students Enrolled,38,Homeless Students,All Students
2013-2014,5104150,YORK CO PBLC SCHS,Homeless Students Enrolled,103,Homeless Students,All Students
